id,identifier,name,name_phonetic,species,name_jp,name_jp_romaji,species_jp,generation_id,ndex,kdex,jdex,jdex_old,hdex,sdex,udex,type1_id,type2_id,ability1_id,ability2_id,abilitydream_id,evolution_parent_pokemon_id,evolution_method_id,evolution_parameter,height,weight,gender_rate,catch_rate,exp_yield,base_happiness,egg_group1_id,egg_group2_id,is_baby,baby_breed_item_id,hatch_counter,lvl_100_exp,pokemon_order,legacy_id
537,seismitoad,Seismitoad,Seismitoad,Vibration,"ガマゲロゲ",Gamageroge,"しんどう",5,537,"","","","","",43,11,5,33,143,11,536,1,36,15,620,4,45,225,70,2,"",0,"",20,1059860,552,""
538,throh,Throh,Throh,Judo,"ナゲキ",Nageki,"じゅうどう",5,538,"","","","","",44,2,"",62,39,104,"","","",13,555,0,45,163,70,8,"",0,"",20,1000000,553,""
539,sawk,Sawk,Sawk,Karate,"ダゲキ",Dageki,"からて",5,539,"","","","","",45,2,"",5,39,104,"","","",14,510,0,45,163,70,8,"",0,"",20,1000000,554,""
540,sewaddle,Sewaddle,Sewaddle,Sewing,"クルミル",Kurumiru,"さいほう",5,540,"","","","","",46,7,12,68,34,142,"","","",3,25,4,255,62,70,3,"",0,"",15,1059860,555,""
541,swadloon,Swadloon,Swadloon,Leaf-Wrapped,"クルマユ",Kurumayu,"はごもり",5,541,"","","","","",47,7,12,102,34,142,540,1,20,5,73,4,120,133,70,3,"",0,"",15,1059860,556,""
542,leavanny,Leavanny,Leavanny,Nurturing,"ハハコモリ",Hahakomori,"こそだて",5,542,"","","","","",48,7,12,68,34,142,541,13,"",12,205,4,45,221,70,3,"",0,"",15,1059860,557,""
543,venipede,Venipede,Venipede,Centipede,"フシデ",Fushide,"ムカデ",5,543,"","","","","",49,7,4,38,68,95,"","","",4,53,4,255,52,70,3,"",0,"",15,1059860,558,""
544,whirlipede,Whirlipede,Whirlipede,Curlipede,"ホイーガ",Hoiiga,"まゆムカデ",5,544,"","","","","",50,7,4,38,68,95,543,1,22,12,585,4,120,126,70,3,"",0,"",15,1059860,559,""
545,scolipede,Scolipede,Scolipede,Megapede,"ペンドラー",Pendror,"メガムカデ",5,545,"","","","","",51,7,4,38,68,95,544,1,30,25,2005,4,45,214,70,3,"",0,"",20,1059860,560,""
546,cottonee,Cottonee,Cottonee,"Cotton Puff","モンメン",Monmen,"わたたま",5,546,"","","","","",52,12,"",158,151,34,"","","",3,6,4,190,56,70,6,7,0,"",20,1000000,561,""
547,whimsicott,Whimsicott,Whimsicott,Windveiled,"エルフーン",Elfuun,"わたくさ",5,547,"","","","","",53,12,"",158,151,34,546,7,47,7,66,4,75,168,70,6,7,0,"",20,1000000,562,""
548,petilil,Petilil,Petilil,Bulb,"チュリネ",Churine,"ねっこ",5,548,"","","","","",54,12,"",34,20,102,"","","",5,66,8,190,56,70,7,"",0,"",20,1000000,563,""
549,lilligant,Lilligant,Lilligant,Flowering,"ドレディア",Doredia,"はなかざり",5,549,"","","","","",55,12,"",34,20,102,548,7,47,11,163,8,75,168,70,7,"",0,"",20,1000000,564,""
550,basculin,Basculin,Basculin,Hostile,"バスラオ",Basslao,"らんぼう",5,550,"","","","","",56,11,"",120,91,104,"","","",10,180,4,25,161,70,12,"",0,"",40,1000000,565,""
551,sandile,Sandile,Sandile,"Desert Croc","メグロコ",Meguroco,"さばくワニ",5,551,"","","","","",57,5,17,22,153,83,"","","",7,152,4,180,58,70,5,"",0,"",20,1059860,567,""
552,krokorok,Krokorok,Krokorok,"Desert Croc","ワルビル",Waruvile,"さばくワニ",5,552,"","","","","",58,5,17,22,153,83,551,1,29,10,334,4,90,123,70,5,"",0,"",20,1059860,568,""
553,krookodile,Krookodile,Krookodile,Intimidation,"ワルビアル",Waruvial,"いかく",5,553,"","","","","",59,5,17,22,153,83,552,1,40,15,963,4,45,229,70,5,"",0,"",20,1059860,569,""
554,darumaka,Darumaka,Darumaka,"Zen Charm","ダルマッカ",Darumakka,"だるま",5,554,"","","","","",60,10,"",55,"",39,"","","",6,375,4,120,63,70,5,"",0,"",20,1059860,570,""
555,darmanitan,Darmanitan,Darmanitan,Blazing,"ヒヒダルマ",Hihidaruma,"えんじょう",5,555,"","","","","",61,10,"",125,"",161,554,1,35,13,929,4,60,168,70,5,"",0,"",20,1059860,571,""
556,maractus,Maractus,Maractus,Cactus,"マラカッチ",Maracacchi,"サボテン",5,556,"","","","","",62,12,"",11,34,114,"","","",10,280,4,255,161,70,7,"",0,"",20,1000000,573,""
557,dwebble,Dwebble,Dwebble,"Rock Inn","イシズマイ",Ishizumai,"いしやど",5,557,"","","","","",63,7,6,5,75,133,"","","",3,145,4,190,65,70,3,10,0,"",20,1000000,574,""
558,crustle,Crustle,Crustle,"Stone Home","イワパレス",Iwaparesu,"いわやど",5,558,"","","","","",64,7,6,5,75,133,557,1,34,14,2000,4,75,166,70,3,10,0,"",20,1000000,575,""
559,scraggy,Scraggy,Scraggy,Shedding,"ズルッグ",Zuruggu,"だっぴ",5,559,"","","","","",65,17,2,61,153,22,"","","",6,118,4,180,70,35,5,14,0,"",15,1000000,576,""
560,scrafty,Scrafty,Scrafty,Hoodlum,"ズルズキン",Zuruzukin,"あくとう",5,560,"","","","","",66,17,2,61,153,22,559,1,39,11,300,4,90,171,70,5,14,0,"",15,1000000,577,""
561,sigilyph,Sigilyph,Sigilyph,Avianoid,"シンボラー",Symboler,"とりもどき",5,561,"","","","","",67,14,3,147,98,110,"","","",14,140,4,45,172,70,4,"",0,"",20,1000000,578,""
562,yamask,Yamask,Yamask,Spirit,"デスマス",Desumasu,"たましい",5,562,"","","","","",68,8,"",152,"","","","","",5,15,4,190,61,70,10,11,0,"",25,1000000,579,""
563,cofagrigus,Cofagrigus,Cofagrigus,Coffin,"デスカーン",Desukarn,"かんおけ",5,563,"","","","","",69,8,"",152,"","",562,1,34,17,765,4,90,169,70,10,11,0,"",25,1000000,580,""
564,tirtouga,Tirtouga,Tirtouga,Prototurtle,"プロトーガ",Purotoga,"こだいがめ",5,564,"","","","","",70,11,6,116,5,33,"","","",7,165,1,45,71,70,2,9,0,"",30,1000000,581,""
565,carracosta,Carracosta,Carracosta,Prototurtle,"アバゴーラ",Abagoura,"こだいがめ",5,565,"","","","","",71,11,6,116,5,33,564,1,37,12,810,1,45,173,70,2,9,0,"",30,1000000,582,""
566,archen,Archen,Archen,"First Bird","アーケン",Archen,"さいこどり",5,566,"","","","","",72,6,3,129,"","","","","",5,95,1,45,71,70,4,9,0,"",30,1000000,583,""
567,archeops,Archeops,Archeops,"First Bird","アーケオス",Archeos,"さいこどり",5,567,"","","","","",73,6,3,129,"","",566,1,37,14,320,1,45,177,70,4,9,0,"",30,1000000,584,""
568,trubbish,Trubbish,Trubbish,"Trash Bag","ヤブクロン",Yabukuron,"ゴミぶくろ",5,568,"","","","","",74,4,"",1,60,106,"","","",6,310,4,190,66,70,10,"",0,"",20,1000000,585,""
569,garbodor,Garbodor,Garbodor,"Trash Heap","ダストダス",Dasutodasu,"ゴミすてば",5,569,"","","","","",75,4,"",1,133,106,568,1,36,19,1073,4,60,166,70,10,"",0,"",20,1000000,586,""
570,zorua,Zorua,Zorua,"Tricky Fox","ゾロア",Zorua,"わるぎつね",5,570,"","","","","",76,17,"",149,"","","","","",7,125,1,75,66,70,5,"",0,"",25,1059860,587,""
571,zoroark,Zoroark,Zoroark,"Illusion Fox","ゾロアーク",Zoroark,"ばけぎつね",5,571,"","","","","",77,17,"",149,"","",570,1,30,16,811,1,45,179,70,5,"",0,"",20,1059860,588,""
572,minccino,Minccino,Minccino,Chinchilla,"チラーミィ",Chillarmy,"チンチラ",5,572,"","","","","",78,1,"",56,101,92,"","","",4,58,6,255,60,70,5,"",0,"",15,800000,589,""
573,cinccino,Cinccino,Cinccino,Scarf,"チラチーノ",Chillaccino,"スカーフ",5,573,"","","","","",79,1,"",56,101,92,572,7,48,5,75,6,60,165,70,5,"",0,"",15,800000,590,""
574,gothita,Gothita,Gothita,Fixation,"ゴチム",Gothimu,"ぎょうし",5,574,"","","","","",80,14,"",119,"",23,"","","",4,58,6,200,58,70,8,"",0,"",20,1059860,591,""
575,gothorita,Gothorita,Gothorita,Manipulate,"ゴチミル",Gochimiru,"あやつり",5,575,"","","","","",81,14,"",119,"",23,574,1,32,7,180,6,100,137,70,8,"",0,"",20,1059860,592,""
576,gothitelle,Gothitelle,Gothitelle,"Astral Body","ゴチルゼル",Gothiruselle,"てんたい",5,576,"","","","","",82,14,"",119,"",23,575,1,41,15,440,6,50,221,70,8,"",0,"",20,1059860,593,""
577,solosis,Solosis,Solosis,Cell,"ユニラン",Uniran,"さいぼう",5,577,"","","","","",83,14,"",142,98,144,"","","",3,10,4,200,58,70,11,"",0,"",20,1059860,594,""
578,duosion,Duosion,Duosion,Mitosis,"ダブラン",Daburan,"ぶんかつ",5,578,"","","","","",84,14,"",142,98,144,577,1,32,6,80,4,100,130,70,11,"",0,"",20,1059860,595,""
579,reuniclus,Reuniclus,Reuniclus,Multiplying,"ランクルス",Lanculus,"ぞうふく",5,579,"","","","","",85,14,"",142,98,144,578,1,41,10,201,4,50,221,70,11,"",0,"",20,1059860,596,""
580,ducklett,Ducklett,Ducklett,"Water Bird","コアルヒー",Koaruhie,"みずどり",5,580,"","","","","",86,11,3,51,145,93,"","","",5,55,4,190,61,70,2,4,0,"",20,1000000,597,""
581,swanna,Swanna,Swanna,"White Bird","スワンナ",Swanna,"しらとり",5,581,"","","","","",87,11,3,51,145,93,580,1,35,13,242,4,45,166,70,2,4,0,"",20,1000000,598,""
582,vanillite,Vanillite,Vanillite,"Fresh Snow","バニプッチ",Vanipeti,"しんせつ",5,582,"","","","","",88,15,"",115,"",133,"","","",4,57,4,255,61,70,10,"",0,"",20,1250000,599,""
583,vanillish,Vanillish,Vanillish,"Icy Snow","バニリッチ",Baniricchi,"ひょうせつ",5,583,"","","","","",89,15,"",115,"",133,582,1,35,11,410,4,120,138,70,10,"",0,"",20,1250000,600,""
584,vanilluxe,Vanilluxe,Vanilluxe,Snowstorm,"バイバニラ",Baibanira,"ブリザード",5,584,"","","","","",90,15,"",115,"",133,583,1,47,13,575,4,45,241,70,10,"",0,"",20,1250000,601,""
585,deerling,Deerling,Deerling,Season,"シキジカ",Shikijika,"きせつ",5,585,"","","","","",91,1,12,34,157,32,"","","",6,195,4,190,67,70,5,"",0,"",20,1000000,602,""
586,sawsbuck,Sawsbuck,Sawsbuck,Season,"メブキジカ",Mebukijika,"きせつ",5,586,"","","","","",92,1,12,34,157,32,585,1,34,19,925,4,75,166,70,5,"",0,"",20,1000000,603,""
587,emolga,Emolga,Emolga,"Sky Squirrel","エモンガ",Emonga,"モモンガ",5,587,"","","","","",93,13,3,9,"",78,"","","",4,50,4,200,150,70,5,"",0,"",20,1000000,604,""
588,karrablast,Karrablast,Karrablast,Clamping,"カブルモ",Kaburumo,"かぶりつき",5,588,"","","","","",94,7,"",68,61,99,"","","",5,59,4,200,63,70,3,"",0,"",15,1000000,605,""
589,escavalier,Escavalier,Escavalier,Cavalry,"シュバルゴ",Chevargo,"きへい",5,589,"","","","","",95,7,9,68,75,142,588,22,616,10,330,4,75,173,70,3,"",0,"",15,1000000,606,""
590,foongus,Foongus,Foongus,Mushroom,"タマゲタケ",Tamagetake,"きのこ",5,590,"","","","","",96,12,4,27,"",144,"","","",2,10,4,190,59,70,7,"",0,"",20,1000000,607,""
591,amoonguss,Amoonguss,Amoonguss,Mushroom,"モロバレル",Morobareru,"きのこ",5,591,"","","","","",97,12,4,27,"",144,590,1,39,6,105,4,75,162,70,7,"",0,"",20,1000000,608,""
592,frillish,Frillish,Frillish,Floating,"プルリル",Pururiru,"ふゆう",5,592,"","","","","",98,11,8,11,130,6,"","","",12,330,4,190,67,70,11,"",0,"",20,1000000,609,""
593,jellicent,Jellicent,Jellicent,Floating,"ブルンゲル",Burungel,"ふゆう",5,593,"","","","","",99,11,8,11,130,6,592,1,40,22,1350,4,60,168,70,11,"",0,"",20,1000000,610,""
594,alomomola,Alomomola,Alomomola,Caring,"ママンボウ",Mamanbou,"かいほう",5,594,"","","","","",100,11,"",131,93,144,"","","",12,316,4,75,165,70,2,12,0,"",40,800000,611,""
595,joltik,Joltik,Joltik,Attaching,"バチュル",Bachuru,"くっつき",5,595,"","","","","",101,7,13,14,127,68,"","","",1,6,4,190,64,70,3,"",0,"",20,1000000,612,""
596,galvantula,Galvantula,Galvantula,EleSpider,"デンチュラ",Dentula,"でんきグモ",5,596,"","","","","",102,7,13,14,127,68,595,1,36,8,143,4,75,165,70,3,"",0,"",20,1000000,613,""
597,ferroseed,Ferroseed,Ferroseed,"Thorn Seed","テッシード",Tesshido,"とげのみ",5,597,"","","","","",103,12,9,160,"","","","","",6,188,4,255,61,70,7,10,0,"",20,1000000,614,""
598,ferrothorn,Ferrothorn,Ferrothorn,"Thorn Pod","ナットレイ",Nutrey,"とげだま",5,598,"","","","","",104,12,9,160,"","",597,1,40,10,1100,4,90,171,70,7,10,0,"",20,1000000,615,""
599,klink,Klink,Klink,Gear,"ギアル",Giaru,"はぐるま",5,599,"","","","","",105,9,"",57,58,29,"","","",3,210,-1,130,60,70,10,"",0,"",20,1059860,616,""
600,klang,Klang,Klang,Gear,"ギギアル",Gigiaru,"はぐるま",5,600,"","","","","",106,9,"",57,58,29,599,1,38,6,510,-1,60,154,70,10,"",0,"",20,1059860,617,""
601,klinklang,Klinklang,Klinklang,Gear,"ギギギアル",Gigigiaru,"はぐるま",5,601,"","","","","",107,9,"",57,58,29,600,1,49,6,810,-1,30,234,70,10,"",0,"",20,1059860,618,""
602,tynamo,Tynamo,Tynamo,EleFish,"シビシラス",Shibishirasu,"でんきうお",5,602,"","","","","",108,13,"",26,"","","","","",2,3,4,190,55,70,11,"",0,"",20,1250000,619,""
603,eelektrik,Eelektrik,Eelektrik,EleFish,"シビビール",Shibibiru,"でんきうお",5,603,"","","","","",109,13,"",26,"","",602,1,39,12,220,4,60,142,70,11,"",0,"",20,1250000,620,""
604,eelektross,Eelektross,Eelektross,EleFish,"シビルドン",Shibirudon,"でんきうお",5,604,"","","","","",110,13,"",26,"","",603,7,44,21,805,4,30,232,70,11,"",0,"",20,1250000,621,""
605,elgyem,Elgyem,Elgyem,Cerebral,"リグレー",Ligray,"ブレイン",5,605,"","","","","",111,14,"",140,28,148,"","","",5,90,4,255,67,70,8,"",0,"",20,1000000,622,""
606,beheeyem,Beheeyem,Beheeyem,Cerebral,"オーベム",Oobemu,"ブレイン",5,606,"","","","","",112,14,"",140,28,148,605,1,42,10,345,4,90,170,70,8,"",0,"",20,1000000,623,""
607,litwick,Litwick,Litwick,Candle,"ヒトモシ",Hitomoshi,"ろうそく",5,607,"","","","","",113,8,10,18,49,23,"","","",3,31,4,190,55,70,11,"",0,"",20,1059860,624,""
608,lampent,Lampent,Lampent,Lamp,"ランプラー",Ranpuraa,"ランプ",5,608,"","","","","",114,8,10,18,49,23,607,1,41,6,130,4,90,130,70,11,"",0,"",20,1059860,625,""
609,chandelure,Chandelure,Chandelure,Luring,"シャンデラ",Chandela,"いざない",5,609,"","","","","",115,8,10,18,49,23,608,7,49,10,343,4,45,234,70,11,"",0,"",20,1059860,626,""
610,axew,Axew,Axew,Tusk,"キバゴ",Kibago,"キバ",5,610,"","","","","",116,16,"",79,104,127,"","","",6,180,4,75,64,35,1,14,0,"",40,1250000,627,""
611,fraxure,Fraxure,Fraxure,"Axe Jaw","オノンド",Onondo,"あごオノ",5,611,"","","","","",117,16,"",79,104,127,610,1,38,10,360,4,60,144,35,1,14,0,"",40,1250000,628,""
612,haxorus,Haxorus,Haxorus,"Axe Jaw","オノノクス",Ononokus,"あごオノ",5,612,"","","","","",118,16,"",79,104,127,611,1,48,18,1055,4,45,243,35,1,14,0,"",40,1250000,629,""
613,cubchoo,Cubchoo,Cubchoo,Chill,"クマシュン",Kumasyun,"ひょうけつ",5,613,"","","","","",119,15,"",81,"",155,"","","",5,85,4,120,61,70,5,"",0,"",20,1000000,630,""
614,beartic,Beartic,Beartic,Freezing,"ツンベアー",Tsunbear,"とうけつ",5,614,"","","","","",120,15,"",81,"",33,613,1,37,26,2600,4,60,170,70,5,"",0,"",20,1000000,631,""
615,cryogonal,Cryogonal,Cryogonal,Crystallizing,"フリージオ",Furiijio,"けっしょう",5,615,"","","","","",121,15,"",26,"","","","","",11,1480,-1,25,170,70,10,"",0,"",25,1000000,632,""
616,shelmet,Shelmet,Shelmet,Snail,"チョボマキ",Chobomaki,"マイマイ",5,616,"","","","","",122,7,"",93,75,142,"","","",4,77,4,200,61,70,3,"",0,"",15,1000000,633,""
617,accelgor,Accelgor,Accelgor,"Shell Out","アギルダー",Agilder,"からぬけ",5,617,"","","","","",123,7,"",93,60,84,616,22,588,8,253,4,75,173,70,3,"",0,"",15,1000000,634,""
618,stunfisk,Stunfisk,Stunfisk,Trap,"マッギョ",Maggyo,"トラップ",5,618,"","","","","",124,5,13,9,7,8,"","","",7,110,4,75,165,70,2,11,0,"",20,1000000,635,""
619,mienfoo,Mienfoo,Mienfoo,"Martial Arts","コジョフー",Kojofu,"ぶじゅつ",5,619,"","","","","",125,2,"",39,144,120,"","","",9,200,4,180,70,70,5,8,0,"",25,1059860,636,""
620,mienshao,Mienshao,Mienshao,"Martial Arts","コジョンド",Kojondo,"ぶじゅつ",5,620,"","","","","",126,2,"",39,144,120,619,1,50,14,355,4,45,179,70,5,8,0,"",25,1059860,637,""
621,druddigon,Druddigon,Druddigon,Cave,"クリムガン",Crimgan,"ほらあな",5,621,"","","","","",127,16,"",24,125,104,"","","",16,1390,4,45,170,70,1,14,0,"",30,1000000,638,""
622,golett,Golett,Golett,Automaton,"ゴビット",Gobitto,"ゴーレム",5,622,"","","","","",128,5,8,89,103,99,"","","",10,920,-1,190,61,70,10,"",0,"",25,1000000,639,""
623,golurk,Golurk,Golurk,Automaton,"ゴルーグ",Goruugu,"ゴーレム",5,623,"","","","","",129,5,8,89,103,99,622,1,43,28,3300,-1,90,169,70,10,"",0,"",25,1000000,640,""
624,pawniard,Pawniard,Pawniard,"Sharp Blade","コマタナ",Komatana,"はもの",5,624,"","","","","",130,17,9,128,39,46,"","","",5,102,4,120,68,35,8,"",0,"",20,1000000,641,""
625,bisharp,Bisharp,Bisharp,"Sword Blade","キリキザン",Kirikizan,"とうじん",5,625,"","","","","",131,17,9,128,39,46,624,1,52,16,700,4,45,172,35,8,"",0,"",20,1000000,642,""
626,bouffalant,Bouffalant,Bouffalant,"Bash Buffalo","バッフロン",Buffalon,"ずつきうし",5,626,"","","","","",132,1,"",120,157,43,"","","",16,946,4,45,172,70,5,"",0,"",20,1000000,643,""
627,rufflet,Rufflet,Rufflet,Eaglet,"ワシボン",Washibon,"ヒナわし",5,627,"","","","","",133,1,3,51,125,55,"","","",5,105,0,190,70,70,4,"",0,"",20,1250000,644,""
628,braviary,Braviary,Braviary,Valiant,"ウォーグル",Warrgle,"ゆうもう",5,628,"","","","","",134,1,3,51,125,128,627,1,54,15,410,0,60,179,70,4,"",0,"",20,1250000,645,""
629,vullaby,Vullaby,Vullaby,Diapered,"バルチャイ",Baruchai,"おむつ",5,629,"","","","","",135,17,3,145,142,133,"","","",5,90,8,190,74,35,4,"",0,"",20,1250000,646,""
630,mandibuzz,Mandibuzz,Mandibuzz,"Bone Vulture","バルジーナ",Barujiina,"ほねわし",5,630,"","","","","",136,17,3,145,142,133,629,1,54,12,395,8,60,179,35,4,"",0,"",20,1250000,647,""
631,heatmor,Heatmor,Heatmor,Anteater,"クイタラン",Kuitaran,"アリクイ",5,631,"","","","","",137,10,"",82,18,73,"","","",14,580,4,90,169,70,5,"",0,"",20,1000000,648,""
632,durant,Durant,Durant,"Iron Ant","アイアント",Aianto,"てつアリ",5,632,"","","","","",138,7,9,68,55,54,"","","",3,330,4,90,169,70,3,"",0,"",20,1000000,649,""
633,deino,Deino,Deino,Irate,"モノズ",Monozu,"そぼう",5,633,"","","","","",139,17,16,55,"","","","","",8,173,4,45,60,35,14,"",0,"",40,1250000,650,""
634,zweilous,Zweilous,Zweilous,Hostile,"ジヘッド",Jiheddo,"らんぼう",5,634,"","","","","",140,17,16,55,"","",633,1,50,14,500,4,45,147,35,14,"",0,"",40,1250000,651,""
635,hydreigon,Hydreigon,Hydreigon,Brutal,"サザンドラ",Sazandora,"きょうぼう",5,635,"","","","","",141,17,16,26,"","",634,1,64,18,1600,4,45,270,35,14,"",0,"",40,1250000,652,""
636,larvesta,Larvesta,Larvesta,Torch,"メラルバ",Meraruba,"たいまつ",5,636,"","","","","",142,7,10,49,"",68,"","","",11,288,4,45,72,70,3,"",0,"",40,1250000,653,""
637,volcarona,Volcarona,Volcarona,Sun,"ウルガモス",Ulgamoth,"たいよう",5,637,"","","","","",143,7,10,49,"",68,636,1,59,16,460,4,15,248,70,3,"",0,"",40,1250000,654,""
638,cobalion,Cobalion,Cobalion,"Iron Will","コバルオン",Cobalon,"てっしん",5,638,"","","","","",144,9,2,154,"","","","","",21,2500,-1,3,261,35,15,"",0,"",80,1250000,655,""
639,terrakion,Terrakion,Terrakion,Cavern,"テラキオン",Terrakion,"がんくつ",5,639,"","","","","",145,6,2,154,"","","","","",19,2600,-1,3,261,35,15,"",0,"",80,1250000,656,""
640,virizion,Virizion,Virizion,Grassland,"ビリジオン",Virizion,"そうげん",5,640,"","","","","",146,12,2,154,"","","","","",20,2000,-1,3,261,35,15,"",0,"",80,1250000,657,""
641,tornadus,Tornadus,Tornadus,Cyclone,"トルネロス",Tornelos,"せんぷう",5,641,"","","","","",147,3,"",158,"",128,"","","",15,630,0,3,261,90,15,"",0,"",120,1250000,658,""
642,thundurus,Thundurus,Thundurus,"Bolt Strike","ボルトロス",Voltolos,"らいげき",5,642,"","","","","",148,13,3,158,"",128,"","","",15,610,0,3,261,90,15,"",0,"",120,1250000,659,""
643,reshiram,Reshiram,Reshiram,"Vast White","レシラム",Reshiram,"はくよう",5,643,"","","","","",149,16,10,163,"","","","","",32,3300,-1,45,306,0,15,"",0,"",120,1250000,660,""
644,zekrom,Zekrom,Zekrom,"Deep Black","ゼクロム",Zekrom,"こくいん",5,644,"","","","","",150,16,13,164,"","","","","",29,3450,-1,45,306,0,15,"",0,"",120,1250000,661,""
645,landorus,Landorus,Landorus,Abundance,"ランドロス",Landlos,"ほうじょう",5,645,"","","","","",151,5,3,159,"",125,"","","",15,680,0,3,270,90,15,"",0,"",120,1250000,662,""
646,kyurem,Kyurem,Kyurem,Boundary,"キュレム",Kyurem,"きょうかい",5,646,"","","","","",152,16,15,46,"","","","","",30,3250,-1,3,297,0,15,"",0,"",120,1250000,663,""
647,keldeo,Keldeo,Keldeo,Colt,"ケルディオ",Keldeo,"わかごま",5,647,"","","","","",153,11,2,154,"","","","","",14,485,-1,3,261,35,15,"",0,"",80,1250000,664,""
648,meloetta,Meloetta,Meloetta,Melody,"メロエッタ",Meloetta,"せんりつ",5,648,"","","","","",154,1,14,32,"","","","","",6,65,-1,3,270,100,15,"",0,"",120,1250000,665,""
649,genesect,Genesect,Genesect,Paleozoic,"ゲノセクト",Genesect,"こせいだい",5,649,"","","","","",155,7,9,88,"","","","","",15,825,-1,3,270,0,15,"",0,"",120,1250000,667,""
10001,deoxys,Deoxys,Deoxys,DNA,"デオキシス",Deoxys,DNA,3,386,"","","",202,"","",14,"",46,"","","","","",17,608,-1,3,215,0,15,"",0,"",120,1250000,419,387
10002,deoxys,Deoxys,Deoxys,DNA,"デオキシス",Deoxys,DNA,3,386,"","","",202,"","",14,"",46,"","","","","",17,608,-1,3,215,0,15,"",0,"",120,1250000,420,388
10003,deoxys,Deoxys,Deoxys,DNA,"デオキシス",Deoxys,DNA,3,386,"","","",202,"","",14,"",46,"","","","","",17,608,-1,3,215,0,15,"",0,"",120,1250000,421,389
10004,wormadam,Wormadam,Wormadam,Bagworm,"ミノマダム",Minomadam,"みのむし",4,413,"","","","",46,"",7,5,107,"",142,"","","",5,65,8,45,159,70,3,"",0,"",15,1000000,447,417
10005,wormadam,Wormadam,Wormadam,Bagworm,"ミノマダム",Minomadam,"みのむし",4,413,"","","","",46,"",7,9,107,"",142,"","","",5,65,8,45,159,70,3,"",0,"",15,1000000,448,418
10006,shaymin,Shaymin,Shaymin,Gratitude,"シェイミ",Shaymin,"かんしゃ",4,492,"","","","","","",12,3,32,"","","","","",4,52,-1,45,64,100,15,"",0,"",120,1059860,507,504
10007,giratina,Giratina,Giratina,Renegade,"ギラティナ",Giratina,"はんこつ",4,487,"","","","",210,"",8,16,26,"","","","","",69,6500,-1,3,220,0,15,"",0,"",120,1250000,501,498
10008,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,10,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,490,485
10009,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,11,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,492,486
10010,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,15,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,489,487
10011,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,3,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,488,488
10012,rotom,Rotom,Rotom,Plasma,"ロトム",Rotom,"プラズマ",4,479,"","","","",152,"",13,12,26,"","","","","",3,3,-1,45,132,70,11,"",0,"",20,1000000,491,499
10017,darmanitan,Darmanitan,Darmanitan,Blazing,"ヒヒダルマ",Hihidaruma,"えんじょう",5,555,"","","","","",61,10,14,125,"",161,554,1,35,13,929,4,60,189,70,5,"",0,"",20,1059860,572,""
10018,meloetta,Meloetta,Meloetta,Melody,"メロエッタ",Meloetta,"せんりつ",5,648,"","","","","",154,1,2,32,"","","","","",6,65,-1,3,270,100,15,"",0,"",120,1250000,666,""
