move_id,generation_id,flavor_text,flavor_text_jp
72,5,"A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.","ようぶんを すいとって こうげきする。あいてに あたえた ダメージの はんぶん HPが かいふくする。"
73,2,"Steals HP from the foe on every turn.",""
73,3,"Plants a seed on the foe to steal HP on every turn.",""
73,4,"A seed is planted on the foe. It steals some HP from the foe to heal the user on every turn.","タネを うえつけて あいての HPを まいターン すこしずつ すいとって じぶんは かいふくする。"
73,5,"A seed is planted on the target. It steals some HP from the target every turn.","タネを うえつけて あいての HPを まいターン すこしずつ すいとって じぶんは かいふくする。"
74,2,"Raises the SPCL. ATK rating.",""
74,3,"Forces the body to grow and heightens SP. ATK.",""
74,4,"The user’s body is forced to grow all at once. It raises the Sp. Atk stat.","からだを いっきに おおきく せいちょう させて じぶんの とくこうを あげる。"
74,5,"The user's body grows all at once, raising the Attack and Sp. Atk stats.","からだを いっきに おおきく せいちょう させて じぶんの とくこうを あげる。"
75,2,"Has a high critical hit ratio.",""
75,3,"Cuts the enemy with leaves. High critical-hit ratio.",""
75,4,"Sharp-edged leaves are launched to slash at the foe. It has a high critical-hit ratio.","はっぱを とばして てきを きりつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
75,5,"Sharp-edged leaves are launched to slash at the opposing team. Critical hits land more easily.","はっぱを とばして てきを きりつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
76,2,"1st turn: Prepare 2nd turn: Attack",""
76,3,"Absorbs light in one turn, then attacks next turn.",""
76,4,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn.","1ターンめで ひかりを きゅうしゅうして 2ターンめで あいてに ほうしゅつ して こうげきする。"
76,5,"A two-turn attack. The user gathers light, then blasts a bundled beam on the second turn.","1ターンめで ひかりを きゅうしゅうして 2ターンめで あいてに ほうしゅつ して こうげきする。"
77,2,"A move that may poison the foe.",""
77,3,"Scatters a toxic powder that may poison the foe.",""
77,4,"A cloud of poisonous dust is scattered on the foe. It may poison the target.","どくの ある こなを たくさん ふりまいて あいてを どくの じょうたいに する。"
77,5,"The user scatters a cloud of poisonous dust on the target. It may poison the target.","どくの ある こなを たくさん ふりまいて あいてを どくの じょうたいに する。"
78,2,"A move that may paralyze the foe.",""
78,3,"Scatters a powder that may paralyze the foe.",""
78,4,"The user scatters a cloud of paralyzing powder. It may paralyze the target.","しびれる こなを たくさん ふりまいて あいてを まひの じょうたいに する。"
78,5,"The user scatters a cloud of paralyzing powder. It may leave the target with paralysis.","しびれる こなを たくさん ふりまいて あいてを まひの じょうたいに する。"
79,2,"May cause the foe to fall asleep.",""
79,3,"Scatters a powder that may cause the foe to sleep.",""
79,4,"The user scatters a big cloud of sleep- inducing dust around the foe.","ねむくなる こなを たくさん ふりまいて あいてを ねむりの じょうたいに する。"
79,5,"The user scatters a big cloud of sleep-inducing dust around the target.","ねむくなる こなを たくさん ふりまいて あいてを ねむりの じょうたいに する。"
80,2,"Works 2-3 turns and confuses user.",""
80,3,"A rampage of 2 to 3 turns that confuses the user.",""
80,4,"The user attacks by scattering petals for two to three turns. The user then becomes confused.","2ー3ターンの あいだ はなを まきちらして こうげきする。まきちらした あとは こんらん してしまう。"
80,5,"The user attacks the target by scattering petals for two to three turns. The user then becomes confused.","2ー3ターンの あいだ はなを まきちらして こうげきする。まきちらした あとは こんらん してしまう。"
81,2,"A move that lowers the foe's SPEED.",""
81,3,"Binds the foe with string to reduce its SPEED.",""
81,4,"The foe is bound with silk blown from the user’s mouth. It reduces the target’s Speed stat.","くちから ふきだした たくさんの いとを まきつけ てきの すばやさを さげる。"
81,5,"The targets are bound with silk blown from the user's mouth. This silk reduces the targets' Speed stat.","くちから ふきだした たくさんの いとを まきつけ てきの すばやさを さげる。"
82,2,"Always inflicts 40HP damage.",""
82,3,"Launches shock waves that always inflict 40 HP damage.",""
82,4,"The foe is stricken by a shock wave. This attack always inflicts 40 HP damage.","しょうげきはを あいてに ぶつけて こうげきする。40の きまった ダメージを あたえる。"
82,5,"This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.","しょうげきはを あいてに ぶつけて こうげきする。40の きまった ダメージを あたえる。"
83,2,"Traps foe in fire for 2-5 turns.",""
83,3,"Traps the foe in a ring of fire for 2 to 5 turns.",""
83,4,"The foe becomes trapped within a fierce vortex of fire that rages for two to five turns.","はげしく うずをまく ほのおの なかに 2-5ターンの あいだ あいてを とじこめ こうげきする。"
83,5,"The target becomes trapped within a fierce vortex of fire that rages for four to five turns.","はげしく うずをまく ほのおの なかに 2-5ターンの あいだ あいてを とじこめ こうげきする。"
84,2,"An attack that may cause paralysis.",""
84,3,"An electrical attack that may paralyze the foe.",""
84,4,"A jolt of electricity is hurled at the foe to inflict damage. It may also leave the foe paralyzed.","でんきの しょうげきを あいてに あびせて こうげきする。まひ じょうたいに することが ある。"
84,5,"A jolt of electricity is hurled at the target to inflict damage. It may also leave the target with paralysis.","でんきの しょうげきを あいてに あびせて こうげきする。まひ じょうたいに することが ある。"
